id,title,subtitle,content,table_content,url,meta_data,질문,답,테이블
10308,,대학원과정 졸업요건// 석박사통합과정 조기수료," - 석박사통합과정 수료에 필요한 학점을 6학기 또는 7학기 내에 충족시킨 자는 각각 2학기 또는 1학기를 단축 가능합니다.- 조기수료는 6학기, 혹은 7학기 초 학사일정에서 정한 기간 내에 GLS를 통해 신청하여야 하며, 조기수료를 신청한 학생이 조기수료 요건을 갖추지 못한 경우 조기수료 탈락되며 일반학생과 같은 수료요건을 적용받습니다.",,https://www.skku.edu/_res/skku/etc/2022_p12.pdf,-1,석박사통합과정 조기수료 신청은 언제 해?,"조기수료는 6학기, 혹은 7학기 초 학사일정에서 정한 기간 내에 GLS를 통해 신청하여야 합니다.",0
10309,,대학원과정 졸업요건// 석사과정 수업연한 단축," - 본교 학사과정 학생이 재학 중 대학원과목(박사과목은 제외, 석박공통과목은 학석사연계과정생만 허용)을 이수하고 석사과정으로 진학한 경우, 학사과정에서 이수한 대학원과목을 최대 6학점(전문대학원 전문석사과정은 12학점, 학술연구과정은 9학점)이상을 수강하고 대학원과정 학점으로 이관 받은 학생이 석사과정 수료에 필요한 이수학점을 3학기 내에 모두 취득할 시 최대 1개 학기 단축이 가능합니다.- 수업연한 단축은 3학기 초 학사일정에서 정한 기간에 GLS를 통해 신청하여야 하며, 수업연한 단축을 신청한 학생이 수업연한 단축을 신청한 학기에 수료 요건을 갖추지 못한 경우 일반학생과 같은 수료요건을 적용받습니다. ※ 졸업요건에 대한 세부사항은 학칙(시행세칙) 및 규정 등에 의거하여 결정",,https://www.skku.edu/_res/skku/etc/2022_p12.pdf,-1,석사과정 수업연한 단축 신청은 언제 해?,수업연한 단축은 3학기 초 학사일정에서 정한 기간에 GLS를 통해 신청하여야 합니다.,0
10310,졸업요건,석박사통합과정 이수포기,"석박사통합과정 이수를 포기하고 석사학위 취득을 하고자 하는 경우에는 GLS를 통해 이수포기 신청 후 등록, 수료학점 충족, 논문제출 자격시험 합격, 학위논문 심사 통과 등 석사학위취득에 필요한 모든 요건을 갖추어야 합니다.",,https://www.skku.edu/_res/skku/etc/2022_p12.pdf,-1,석박사통합과정 이수포기란?,"석박사통합과정 이수를 포기하고 석사학위 취득을 하고자 하는 경우에는 GLS를 통해 이수포기 신청 후 등록, 수료학점 충족, 논문제출 자격시험 합격, 학위논문 심사 통과 등 석사학위취득에 필요한 모든 요건을 갖추어야 합니다.",0
10311,,석박사통합과정 이수포기// 신청기간 ,,<s>구 분<t>2022학년도 1학기<t>2022학년도 2학기<n>신청기간<t>2.21.(월)~2.24.(목)<t>8.29.(월)~9.1.(목),https://www.skku.edu/_res/skku/etc/2022_p12.pdf,1,석박사통합과정 이수포기 신청기간,<s>구 분<t>2022학년도 1학기<t>2022학년도 2학기<n>신청기간<t>2.21.(월)~2.24.(목)<t>8.29.(월)~9.1.(목),1
10312,,석박사통합과정 이수포기// 석박사통합과정 이수포기자의 석사학위 수여," - 석박사통합과정을 이수중인 학생이 석박사통합과정 이수포기를 하게 되면, 석사 수료요건 충족 시 제적처리 되며 최종학적변동은 미등록제적으로 남게 됩니다. 제적처리 시 석사학위 요건을 모두 충족한 경우에는 해당 학기 학위수여일에 석사학위가 수여됩니다.- 석박사통합과정 이수포기를 희망하는 학생으로 석사학위 수여를 희망하는 학생은 등록 후 학사일정에 정해진 기간에 석박사통합과정 이수포기를 신청하고 석사 논문 예심 및 본심 절차를 진행하여야 하며, 4학기 이후에 석박사통합과정이수 포기를 희망하는 학생은 다음 학기 등록 후 석박사통합과정 이수포기를 신청하고 석사학위 취득을 위한 절차를 진행하여야 합니다.",,https://www.skku.edu/_res/skku/etc/2022_p12.pdf,-1,석박사통합과정 포기하고 싶은데 석사학위 수여를 원하면 어떻게 돼?,"석박사통합과정 이수포기를 희망하는 학생으로 석사학위 수여를 희망하는 학생은 등록 후 학사일정에 정해진 기간에 석박사통합과정 이수포기를 신청하고 석사 논문 예심 및 본심 절차를 진행하여야 하며, 4학기 이후에 석박사통합과정이수 포기를 희망하는 학생은 다음 학기 등록 후 석박사통합과정 이수포기를 신청하고 석사학위 취득을 위한 절차를 진행하여야 합니다.",0
10313,대학원과정 학위논문,논문제출 자격시험,"석사, 박사학위 취득을 위한 논문 심사 전에 논문작성 및 제출이 가능한 정도의 학업능력과 성과를 갖추었는지 여부를 시험을 통해 확인하는 제도입니다.",,https://www.skku.edu/_res/skku/etc/2022_p13.pdf,-1,대학원 논문제출 자격시험이란?,"석사, 박사학위 취득을 위한 논문 심사 전에 논문작성 및 제출이 가능한 정도의 학업능력과 성과를 갖추었는지 여부를 시험을 통해 확인하는 제도입니다.",0
10314,,논문제출 자격시험// 논문제출 자격시험의 종류와 기준," - 논문제출 자격시험의 응시대상, 자격, 절차, 시험과목, 평가기준 및 면제기준은 대학원별, 학과별, 학위과정별로 상이하며 자세한 사항은 소속 학과사무실에 확인해야 합니다.",,https://www.skku.edu/_res/skku/etc/2022_p13.pdf,-1,논문제출 자격시험 종류는 어떻게 돼?,"논문제출 자격시험의 응시대상, 자격, 절차, 시험과목, 평가기준 및 면제기준은 대학원별, 학과별, 학위과정별로 상이하며 자세한 사항은 소속 학과사무실에 확인해야 합니다.",0
10315,대학원과정 학위논문,학위청구논문 지도,"석사, 박사학위 논문을 작성하고 심사를 받기 위해서는 논문지도교수의 지도를 받아야 하며, 논문지도교수는 논문심사 시 당연직 심사위원이 됩니다.",,https://www.skku.edu/_res/skku/etc/2022_p13.pdf,-1,학위청구논문 지도 의미,"석사, 박사학위 논문을 작성하고 심사를 받기 위해서는 논문지도교수의 지도를 받아야 하며, 논문지도교수는 논문심사 시 당연직 심사위원이 됩니다.",0
10316,,학위청구논문 지도// 학위청구논문 지도교수 신청/배정," - 지도교수는 1기부터 신청 가능하며, 가급적 2기까지 배정받기를 권장합니다.- 소속학과 전임교원 중에서 학생의 의사, 전공 및 교수의 수업분담을 참작하여 학과장 또는 주임교수가 정하게 됩니다.- 다만, 해당 전공교수가 없을 경우에는 학과장이 명예교원, 교내 타 학과 전임교원 또는 타 대학교 전임교원을 지도교수로 정할 수 있습니다.- 논문의 주제가 복합적이거나 효과적인 논문 지도를 위하여 필요한 경우 2명의 지도교수를 선정할 수 있음(단, 지도교수 중 최소 1인 이상은 반드시 소속 학과 전임교원이어야 함)- 논문 지도교수 선정 시기, 지도교수 1인당 학생 수 등의 세부사항은 학과장이 정하므로 자세한 사항은 소속 학과에 확인하여야 합니다.",,https://www.skku.edu/_res/skku/etc/2022_p13.pdf,-1,학위청구논문 지도 교수 신청 및 배정은 어떻게 진행돼?," - 지도교수는 1기부터 신청 가능하며, 가급적 2기까지 배정받기를 권장합니다.
- 소속학과 전임교원 중에서 학생의 의사, 전공 및 교수의 수업분담을 참작하여 학과장 또는 주임교수가 정하게 됩니다.
- 다만, 해당 전공교수가 없을 경우에는 학과장이 명예교원, 교내 타 학과 전임교원 또는 타 대학교 전임교원을 지도교수로 정할 수 있습니다.
- 논문의 주제가 복합적이거나 효과적인 논문 지도를 위하여 필요한 경우 2명의 지도교수를 선정할 수 있음(단, 지도교수 중 최소 1인 이상은 반드시 소속 학과 전임교원이어야 함)
- 논문 지도교수 선정 시기, 지도교수 1인당 학생 수 등의 세부사항은 학과장이 정하므로 자세한 사항은 소속 학과에 확인하여야 합니다.",0
10317,대학원과정 학위논문,학위청구논문 예비심사/심사,대학원 학위과정에서의 학위청구논문심사는 수준 높은 논문의 배출을 위해 예비심사와 심사를 실시하며 예비심사가 필수인 학과는 예비심사에 합격해야 학위청구논문 심사를 받을 수 있습니다.,,https://www.skku.edu/_res/skku/etc/2022_p13.pdf,-1,학위청구논문심사는 어떻게 돼?,대학원 학위과정에서의 학위청구논문심사는 수준 높은 논문의 배출을 위해 예비심사와 심사를 실시하며 예비심사가 필수인 학과는 예비심사에 합격해야 학위청구논문 심사를 받을 수 있습니다.,0
10318,,학위청구논문 예비심사/심사// 일반․전문대학원 학위청구논문 예비심사 신청 자격(통상적으로 3기부터 신청 가능)," - 지도교수 배정, 학점 취득(석사 15학점 이상, 박사 27학점 이상, 석박사통합과정 39학점 이상), 평점평균 3.0이상- 심사위원 구성: 교내 전임교원 3인 이상(지도교수 포함) ※ 다만, 학문분야별 특성에 따라 심사신청 수료학점 기준 및 심사위원 구성이 다를 수 있으므로 학과에 확인 바람",,https://www.skku.edu/_res/skku/etc/2022_p13.pdf,-1,일반대학원 학위청구논문 예비심사 신청 자격이 어떻게 돼?," - 지도교수 배정, 학점 취득(석사 15학점 이상, 박사 27학점 이상, 석박사통합과정 39학점 이상), 평점평균 3.0이상
- 심사위원 구성: 교내 전임교원 3인 이상(지도교수 포함) 
※ 다만, 학문분야별 특성에 따라 심사신청 수료학점 기준 및 심사위원 구성이 다를 수 있으므로 학과에 확인 바람",0
10319,,학위청구논문 예비심사/심사// 일반․전문대학원 학위청구논문 심사 신청 자격," - 공통사항: 수료에 필요한 학기(인정학기 포함) 등록- 일반대학원: 수료학점(박사과정은 33학점이상)을 취득(선수학점 부과자는 선수학점 추가 취득)하여 그 평균성적이 3.0이상이고 논문제출자격시험 및 예비심사 합격(면제), 안전교육 이수(일부 학과)- 전문대학원: 소정의 학점(학장이 내규로 정함)을 취득(선수학점 부과자는 선수학점 추가 취득)하여 그 평균성적이 3.0이상(법학전문대학원 석사과정은 2.3이상)이고 논문 제출자격시험 및 예비심사 합격(면제)- 박사과정/석박사통합과정 추가 요건: 학과에서 인정한 학술지에 논문 1편(공동연구발표 논문도 포함) 이상 발표- 심사위원 구성: (석사) 3인 이상, (박사/석박사통합과정) 5인 이상(예비심사위원 포함) ※ 위 공통 요건 외에 학과별로 별도의 자격 요건을 추가하는 경우가 있으므로 자세한 사항은 학과에 확인하고 신청 바람",,https://www.skku.edu/_res/skku/etc/2022_p13.pdf,-1,전문대학원 학위청구논문 심사 신청 자격이 어떻게 돼?," - 공통사항: 수료에 필요한 학기(인정학기 포함) 등록
- 전문대학원: 소정의 학점(학장이 내규로 정함)을 취득(선수학점 부과자는 선수학점 추가 취득)하여 그 평균성적이 3.0이상(법학전문대학원 석사과정은 2.3이상)이고 논문 제출자격시험 및 예비심사 합격(면제)
- 박사과정/석박사통합과정 추가 요건: 학과에서 인정한 학술지에 논문 1편(공동연구발표 논문도 포함) 이상 발표
- 심사위원 구성: (석사) 3인 이상, (박사/석박사통합과정) 5인 이상(예비심사위원 포함) 
※ 위 공통 요건 외에 학과별로 별도의 자격 요건을 추가하는 경우가 있으므로 자세한 사항은 학과에 확인하고 신청 바람",0
10320,,학위청구논문 예비심사/심사// 학위청구논문 심사관련 유의사항, - 예비심사와 심사를 동일한 학기에 진행할 수 없습니다. 학위청구논문 심사는 예비심사에 합격한 학기의 다음 학기부터 신청 가능합니다.,,https://www.skku.edu/_res/skku/etc/2022_p13.pdf,-1,학위청구논문 심사관련 유의사항이 있어?,예비심사와 심사를 동일한 학기에 진행할 수 없습니다. 학위청구논문 심사는 예비심사에 합격한 학기의 다음 학기부터 신청 가능합니다.,0
10321,,학위청구논문 예비심사/심사// 특수대학원 석사학위청구 논문심사," - 각 특수대학원별 논문심사 절차 및 합격판정, 학위논문제작, 학위논문 제출면제 등 자세한 사항은 소속대학 행정실에 확인해야 합니다.",,https://www.skku.edu/_res/skku/etc/2022_p13.pdf,-1,특수대학원 석사학위청구 논문심사는 어떻게 돼?,"각 특수대학원별 논문심사 절차 및 합격판정, 학위논문제작, 학위논문 제출면제 등 자세한 사항은 소속대학 행정실에 확인해야 합니다.",0
10322,대학원과정 학위논문,학위청구논문 제출,"학위논문 심사에 통과한 자는 학사일정에 정한 기한 내에 학위논문(전자 파일 및 인쇄본 모두)을 제출하여야 하며, 기한 내에 제출하지 못할 경우 1개 학기에 한하여 학위수여를 유예할 수 있습니다.",,https://www.skku.edu/_res/skku/etc/2022_p13.pdf,-1,학위청구논문 제출은 어떻게 돼?,"학위논문 심사에 통과한 자는 학사일정에 정한 기한 내에 학위논문(전자 파일 및 인쇄본 모두)을 제출하여야 하며, 기한 내에 제출하지 못할 경우 1개 학기에 한하여 학위수여를 유예할 수 있습니다.",0
10323,,학위청구논문 제출// 학위논문 제출 기한(전자파일/인쇄본), - 2022학년도 1학기: (전자파일) 2022.7.1.(금) / (인쇄본) 2022.7.8.(금) - 2022학년도 2학기: (전자파일) 2022.12.30.(금) / (인쇄본) 2023.1.6.(금),,https://www.skku.edu/_res/skku/etc/2022_p13.pdf,-1,학위청구논문 제출 기한은 언제야?," - 2022학년도 1학기: (전자파일) 2022.7.1.(금) / (인쇄본) 2022.7.8.(금) 
- 2022학년도 2학기: (전자파일) 2022.12.30.(금) / (인쇄본) 2023.1.6.(금)",0
10324,,학위청구논문 제출// 학위수여 유예 및 학위논문 합격 취소," - 학위논문 심사를 통과하고도 학사일정에 정한 기간 내에 학위논문을 제출하지 못할 경우, 학위논문 제출유예 신청을 하면 학위수여가 유예됩니다. 학위수여가 유예된 논문합격자가 다음 학기 제출 기한 내에 학위논문을 제출하면 제출학기 졸업일에 학위를 수여합니다. 만약, 이 기한에도 제출하지 않은 경우에는 직전학기 논문심사 합격을 취소하므로, 이후 학위수여를 위해서는 학위논문 심사를 다시 받아야 합니다.",,https://www.skku.edu/_res/skku/etc/2022_p13.pdf,-1,학위논문 제출을 제대로 못하면 어떻게 돼?,"학위논문 심사를 통과하고도 학사일정에 정한 기간 내에 학위논문을 제출하지 못할 경우, 학위논문 제출유예 신청을 하면 학위수여가 유예됩니다. 학위수여가 유예된 논문합격자가 다음 학기 제출 기한 내에 학위논문을 제출하면 제출학기 졸업일에 학위를 수여합니다. 만약, 이 기한에도 제출하지 않은 경우에는 직전학기 논문심사 합격을 취소하므로, 이후 학위수여를 위해서는 학위논문 심사를 다시 받아야 합니다.",0
10325,성균 최우등 졸업제도,성균 최우등 졸업제도// 목적, - 학사과정 학생들의 학업성취에 대한 동기부여를 강화하고 졸업후 다양한 진로의 학생성공을 지원하기 위하여 성적우수 졸업자에 대하여 2021년 여름 학위수여식부터 성균 최우등/우등 졸업상을 시상하고 있습니다.,,https://www.skku.edu/_res/skku/etc/2022_p21.pdf,-1,성균 최우등 졸업제도는 언제부터 시작됐어?,학사과정 학생들의 학업성취에 대한 동기부여를 강화하고 졸업후 다양한 진로의 학생성공을 지원하기 위하여 성적우수 졸업자에 대하여 2021년 여름 학위수여식부터 성균 최우등/우등 졸업상을 시상하고 있습니다.,0
10326,,성균 최우등 졸업제도// 개요,,"<s>상  명(賞  名)<t>선발  기준<t>시상  내역<n>성균  최우등  졸업상
(SKKU  Summa  Cum  Laude)<t>학과  졸업석차 
상위  5%  이내인  자<t>상장  및  기념패 
학적부/증명서  등재<n>성균  우등  졸업상
(SKKU  Magna  Cum  Laude)<t>학과  졸업석차 
상위  20%  이내인  자<t>상장
학적부/증명서  등재",https://www.skku.edu/_res/skku/etc/2022_p21.pdf,1,성균 우등 졸업상 선발 시준이 어떻게 돼?,"학과  졸업석차 
상위  20%  이내인  자",1
10327,,성균 최우등 졸업제도// 선발대상," - 신입학자로서 학사학위를 취득한 자(수료자, 초과등록자 포함)- 편입학자, 유급신청자, 학사경고자, 징계처분자는 선발대상에서 제외",,https://www.skku.edu/_res/skku/etc/2022_p21.pdf,-1,성균 최우등 졸업 선발대상이 어떻게 돼?," - 신입학자로서 학사학위를 취득한 자(수료자, 초과등록자 포함)
- 편입학자, 유급신청자, 학사경고자, 징계처분자는 선발대상에서 제외",0
10328,,성균 최우등 졸업제도// 선발기준," - 학과 졸업생 중 졸업석차 상위 5% 이내, 20% 이내인 자를 각각 선발 ※ 학과 졸업생이 20명인 경우, 최우등 졸업상 1명과 우등 졸업상 3명 선발- 졸업석차는 연간 전체석차가 아닌 학위수여식별 학과 졸업석차를 기준- 전학년 신청학점을 기준으로 선발, 과락(F) 학점 포함, P/F과목 제외- 졸업자가 10명 이하인 학과는 평점평균 3.50 이상인 자에 한해 선발하고, 성균 최우등 졸업상 대상자를 선발하지 않을 수 있음- 단과대학명과 학과명이 변경된 경우에는 변경된 학과의 졸업생에 포함- 복수전공 여부와 상관없이 원전공을 기준으로 선발",,https://www.skku.edu/_res/skku/etc/2022_p21.pdf,-1,성균 최우등 졸업 선발할 때 F 학점도 포함돼?,"전학년 신청학점을 기준으로 선발, 과락(F) 학점 포함, P/F과목 제외",0
10329,,성균 최우등 졸업제도// 주관부서, - 교무팀 (02-760-1053),,https://www.skku.edu/_res/skku/etc/2022_p21.pdf,-1,성균 최우등 졸업제도 주관하는 부서가 어디야,교무팀 (02-760-1053),0
10330,의무유급/제적/재입학,의무유급,의무유급제도는 학업부진자에 대한 교육적 차원에서 학사경고 횟수에 따라 유급하도록 하여 학생에게 학업 기회를 부여하는 제도입니다.,,https://www.skku.edu/_res/skku/etc/2022_p6.pdf,-1,의무유급 제도란?,의무유급제도는 학업부진자에 대한 교육적 차원에서 학사경고 횟수에 따라 유급하도록 하여 학생에게 학업 기회를 부여하는 제도입니다.,0
10331,,의무유급// 의무유급제도," - 학칙에 따라 연속 3회 또는 통산 4회 학사경고를 받은 경우 의무유급 조치되며, 유급 학기의 성적은 무효처리됩니다.- 의무유급 대상자 중 직전학기 포함 연속 2회 이상 학사경고를 받은 경우, 최대 2개 학기까지 의무유급이 가능하며, 지정기간 내에 GLS를 통해 의무유급 학기를 선택해야 합니다. - 지정기간 내 의무유급 학기를 선택하지 않는 경우 또는 직전학기 포함 연속 2회 이상 학사경고가 아닌 경우는 1개 학기 의무유급 처리됩니다.- 의무유급 학기의 성적은 무효(학사경고 기록 포함)로 합니다.- 유급학기의 계절수업 및 해당학기 이후 휴학 중 계절수업을 통해 취득한 성적도 무효 처리됩니다.- 의무유급 2회 이후 재차 연속3회, 통산4회 학사경고를 받은 경우에는 학사경고제적처리 됩니다.- 수료/수여대상자가 졸업 직전학기 학사경고로 인해 의무유급대상이 될 경우, 유급 조치가 선행됩니다.",,https://www.skku.edu/_res/skku/etc/2022_p6.pdf,-1,의무 유급이 되는 경우는 뭐야?," - 학칙에 따라 연속 3회 또는 통산 4회 학사경고를 받은 경우 의무유급 조치되며, 유급 학기의 성적은 무효처리됩니다.
- 의무유급 대상자 중 직전학기 포함 연속 2회 이상 학사경고를 받은 경우, 최대 2개 학기까지 의무유급이 가능하며, 지정기간 내에 GLS를 통해 의무유급 학기를 선택해야 합니다. 
- 지정기간 내 의무유급 학기를 선택하지 않는 경우 또는 직전학기 포함 연속 2회 이상 학사경고가 아닌 경우는 1개 학기 의무유급 처리됩니다.
- 의무유급 학기의 성적은 무효(학사경고 기록 포함)로 합니다.
- 유급학기의 계절수업 및 해당학기 이후 휴학 중 계절수업을 통해 취득한 성적도 무효 처리됩니다.
- 의무유급 2회 이후 재차 연속3회, 통산4회 학사경고를 받은 경우에는 학사경고제적처리 됩니다.
- 수료/수여대상자가 졸업 직전학기 학사경고로 인해 의무유급대상이 될 경우, 유급 조치가 선행됩니다.",0
10332,의무유급/제적/재입학,제적,"제적은 자퇴, 학사경고(의무유급 2회 후 재차 연속3회, 통산4회 받은 경우), 휴학기간 종료 후 미복학, 미등록 등으로 인하여 학적을 상실하는 것으로 제적처리가 되면 후에 재입학을 신청하더라도 재입학 여석부족 등으로 재입학이 불가능할 수도 있으니 본인의 학적유지에 유의해야 합니다.",,https://www.skku.edu/_res/skku/etc/2022_p6.pdf,-1,제적에 대해 알려줘,"제적은 자퇴, 학사경고(의무유급 2회 후 재차 연속3회, 통산4회 받은 경우), 휴학기간 종료 후 미복학, 미등록 등으로 인하여 학적을 상실하는 것으로 제적처리가 되면 후에 재입학을 신청하더라도 재입학 여석부족 등으로 재입학이 불가능할 수도 있으니 본인의 학적유지에 유의해야 합니다.",0
10333,,제적// 학사과정생의 학사경고 제적," - 의무유급 2회 이후, 학사경고 횟수가 입학시점부터 시작하여 연속3회 또는 2000학년도 1학기부터 시작하여 통산4회의 학사경고를 받은 학생은 학사경고제적 처리됩니다.- 2001학년도 이후 입학한 신입학생으로서 최초등록학기부터 2개 학기 연속으로 학업성적이 각각 평점평균 1.00미만인 학생은 학사경고 제적 처리됩니다.- 재학 중 받았던 학사경고는 유급, 제적, 휴학 등의 사유가 발생하여도 그대로 유지되며 재입학, 복학 시에도 계속해서 적용되어 학사경고의 연속 또는 누적 횟수에 적용됩니다. 다만, 학사경고제적자가 재입학한 경우에는 재입학 이후부터 새로 산정합니다.- 학사경고제적자가 재입학 후 다시 동일한 사유로 제적될 경우(재차 학사경고를 연속3회, 통산4회를 받은 경우)에는 영구제적되며, 재입학이 불가합니다.- 수료/수여대상자가 졸업 직전학기 학사경고로 인해 제적대상이 될 경우, 제적 조치가 선행됩니다.",,https://www.skku.edu/_res/skku/etc/2022_p6.pdf,-1,수료 대상자가 졸업 직전에 제적대상이 되면 어떻게 돼?,"수료/수여대상자가 졸업 직전학기 학사경고로 인해 제적대상이 될 경우, 제적 조치가 선행됩니다.",0
10334,,제적// 자퇴제적," - 학생의 개인사정에 의하여 학생 및 보호자의 신청에 따라 제적처리하는 것을 말하며 학생이 소속 대학행정실에 방문하여 자퇴원서를 제출하여야 하며, 대학원생의 경우 지도교수 혹은 학과장의 확인이 필요합니다.",,https://www.skku.edu/_res/skku/etc/2022_p6.pdf,-1,자퇴제적은 뭐야?,"학생의 개인사정에 의하여 학생 및 보호자의 신청에 따라 제적처리하는 것을 말하며 학생이 소속 대학행정실에 방문하여 자퇴원서를 제출하여야 하며, 대학원생의 경우 지도교수 혹은 학과장의 확인이 필요합니다.",0
10335,,제적// 휴학만료제적," - 일반휴학 또는 특별휴학 중인 학생이 휴학기간이 만료되기 전까지 복학 또는 휴학연장을 신청하지 않은 경우 제적 처리됩니다.- 입대휴학한 학생이 제대일이 포함된 당해학기 개시일로부터 1년 이내에 학사일정에 정해진 휴·복학 기간에 제대복학 또는 일반휴학을 신청하지 않은 경우 제적 처리됩니다. (예시) 전역일자가 2022년 5월 중에 있는 학생은 2023학년도 1학기 개강 전까지 반드시 제대복학 또는 일반휴학 연장을 신청해야 하며, 이를 신청하지 않으면 제적 처리 후 재입학해야 함 ",,https://www.skku.edu/_res/skku/etc/2022_p6.pdf,-1,휴학기간이 만료되기 전까지 아무 것도 안하면 어떻게 돼?,일반휴학 또는 특별휴학 중인 학생이 휴학기간이 만료되기 전까지 복학 또는 휴학연장을 신청하지 않은 경우 제적 처리됩니다.,0
10336,,제적// 미등록제적, - 재학생으로서 학사일정에 정해진 등록기간 또는 휴학기간까지 등록 또는 일반휴학을 하지 않은 경우 미등록제적 처리됩니다.,,https://www.skku.edu/_res/skku/etc/2022_p6.pdf,-1,재학생이 정해진 등록기간이랑 휴학기간 때 등록안하면 어떻게 돼?,재학생으로서 학사일정에 정해진 등록기간 또는 휴학기간까지 등록 또는 일반휴학을 하지 않은 경우 미등록제적 처리됩니다.,0
10337,의무유급/제적/재입학,재입학,"재입학은 제적된 학생이 일정기간 경과 후에 재입학을 신청하여 다시 학업의 기회를 가질 수 있도록 마련된 제도이며 재입학 신청은 매년 1월, 7월 학사서비스(GLS)를 통해 진행됩니다.",,https://www.skku.edu/_res/skku/etc/2022_p6.pdf,-1,재입학은 어떻게 돼?,"재입학은 제적된 학생이 일정기간 경과 후에 재입학을 신청하여 다시 학업의 기회를 가질 수 있도록 마련된 제도이며 재입학 신청은 매년 1월, 7월 학사서비스(GLS)를 통해 진행됩니다.",0
10338,,재입학// 재입학 신청," - 재입학 신청은 제적일로부터 1년(2개 학기)이 경과한 후에 가능합니다. → 2021년 3월 22일 제적되었을 경우, 1년이 경과한 2022년 3월 22일 이후에 신청 가능하므로, 2022년 2학기 재입학신청기간인 2021년 7월 18일~22일에 재입학 신청 가능함- 단, 입대휴학만료제적자 및 졸업/수료 요건을 충족한 상태에서 학사경고제적된 학생의 경우 재입학 제한기간을 두지 않습니다(직후 재입학 신청기간에 신청 가능).- 석박사통합과정 중도포기자로서 석사학위를 취득한 학생은 재입학이 불가능합니다.- 재입학 가능여부는 정원내외별 재입학 여석과 재입학심사 결과 등에 따라 결정되므로 재입학 신청을 한다고 해서 반드시 재입학이 허가되는 것은 아닙니다.",,https://www.skku.edu/_res/skku/etc/2022_p6.pdf,-1,재입학 신청은 언제부터 할 수 있어?," - 재입학 신청은 제적일로부터 1년(2개 학기)이 경과한 후에 가능합니다. → 2021년 3월 22일 제적되었을 경우, 1년이 경과한 2022년 3월 22일 이후에 신청 가능하므로, 2022년 2학기 재입학신청기간인 2021년 7월 18일~22일에 재입학 신청 가능함
- 단, 입대휴학만료제적자 및 졸업/수료 요건을 충족한 상태에서 학사경고제적된 학생의 경우 재입학 제한기간을 두지 않습니다(직후 재입학 신청기간에 신청 가능).- 석박사통합과정 중도포기자로서 석사학위를 취득한 학생은 재입학이 불가능합니다.",0
10339,,재입학// 재입학자 수업연한 재부여, - 재입학이 허가된 학생에게는 제적 전 등록한 횟수 및 취득한 학점에 따라 학년 및 학기를 조정하여 수업연한을 새로이 부과할 수 있습니다.,,https://www.skku.edu/_res/skku/etc/2022_p6.pdf,-1,재입학이 허가되고 수업연한은 어떻게 돼?,재입학이 허가된 학생에게는 제적 전 등록한 횟수 및 취득한 학점에 따라 학년 및 학기를 조정하여 수업연한을 새로이 부과할 수 있습니다.,0
10340,,재입학// 학사경고제적자 및 징계제적자의 재입학 제한, - 학사경고제적자 및 징계제적자가 2000년 3월 1일 이후 재입학하였다가 다시 동일한 사유로 제적되면 재입학할 수 없습니다.,,https://www.skku.edu/_res/skku/etc/2022_p6.pdf,-1,학사경고제적자도 재입학 가능해?,학사경고제적자 및 징계제적자가 2000년 3월 1일 이후 재입학하였다가 다시 동일한 사유로 제적되면 재입학할 수 없습니다.,0
10341,증명서 발급 및학적부 기재사항 정정,증명서 발급,"학사관련 각종 증명서는 인터넷, 창구방문 등 다양한 방법으로 신청하여 수령 할 수 있으며, 출력되는 증명서 서식은 신청방법에 관계없이 동일합니다.",,https://www.skku.edu/_res/skku/etc/2022_p17.pdf,-1,증명서 발급은 어떻게 해?,"학사관련 각종 증명서는 인터넷, 창구방문 등 다양한 방법으로 신청하여 수령 할 수 있으며, 출력되는 증명서 서식은 신청방법에 관계없이 동일합니다.",0
10342,,증명서 발급// 발급 증명서 종류,,"<s>학사 과정<t>대학원 과정<n>재학증명서/휴학증명서
재적증명서/수료증명서
졸업(예정)증명서
성적증명서
3품이수증명서(국문)
학적부(국문)<t>재학증명서/휴학증명서
재적증명서/수료(예정)증명서
학위수여(예정)증명서
성적증명서
연구등록증명서
학적부(국문)",https://www.skku.edu/_res/skku/etc/2022_p17.pdf,1,대학생 발급 증명서에 뭐 있어?,"재학증명서/휴학증명서, 재적증명서/수료증명서, 졸업(예정)증명서, 성적증명서, 3품이수증명서(국문), 학적부(국문)",1
10343,,증명서 발급// 증명발급 수수료,,"<s>구분<t>창구 발급<t>인터넷 발급<t>무인발급기(키오스크)<n>금액<t>1,000원<t>500원<t>700원",https://www.skku.edu/_res/skku/etc/2022_p17.pdf,1,증명서 인터넷 발급하면 수수료 얼마 들어?,500원,1
10344,,"증명서 발급// 학교 홈페이지 인터넷 신청(즉시 발급, 우편 발송 신청)"," - 운영시간: 연중무휴- 성균관대학교 홈페이지 하단 “증명발급” 메뉴를 클릭하여 로그인 후 24시간 개인 PC에서 직접 신청·발급(출력)받을 수 있습니다.- 전자인증으로 발급번호, 전자직인, 바코드가 인쇄되므로 법적 효력을 가지며, 교무팀 창구에서 발급하는 증명서와 동일합니다.- 증명서우편신청 메뉴를 통해 신청하여 우편으로 수령할 수 있으며, 신청 접수 후 도착까지 영업일 기준 2~7일 정도의 기간이 소요됩니다.",,https://www.skku.edu/_res/skku/etc/2022_p17.pdf,-1,인터넷 증명서 발급 운영시간은 어떻게 돼?,연중무휴,0
